,Doc Id,Cleaned Text,Sentiment
404,404,jojofromjerz on june fascism openli reveal lafayettesquar still piss http,Negative
405,405,brownunivers brownsociolog swearercent pubstori tompharvard jmlude gwaynemil http,Negative
406,406,i never wit reaction i walk freedom corner a i go intersect http,Negative
407,407,potu scotu gop dnc foxnew cnn antifa blacklivesmatt pontifex copelandnetwork un http,Positive
408,408,latest book explor confluenc race class mix methodolog http,Negative
409,409,good morn america enough endpolicebrut standupagainstrac blacklivesmatt http,Positive
410,410,it time defundthewabanpolic blacklivesmatt,Negative
411,411,secblinken fun fact big reason biden blinken tri nayibbukel assassin http,Negative
412,412,potu scotu gop dnc foxnew cnn antifa blacklivesmatt pontifex copelandnetwork un http,Negative
413,413,yassin moham blacklivesmatt,Positive
414,414,black woman nearli like die childbirth white counterpart mani http,Negative
415,415,potu scotu gop dnc foxnew cnn antifa blacklivesmatt pontifex copelandnetwork un http,Positive
416,416,potu scotu gop dnc foxnew cnn antifa blacklivesmatt pontifex copelandnetwork un http,Negative
417,417,potu scotu gop dnc foxnew cnn antifa blacklivesmatt pontifex copelandnetwork un http,Negative
418,418,if get justic cuz gone nomor vega promis fuck la vega polic http,Negative
419,419,fri may atlanta georgia offic bodi slam woman onto ground watch http http,Positive
420,420,potu scotu gop dnc foxnew cnn antifa blacklivesmatt pontifex copelandnetwork un http,Negative
421,421,blacklivesmatt africansinukrain bring awar racism even time war what happen http,Positive
422,422,potu scotu gop dnc foxnew cnn antifa blacklivesmatt pontifex copelandnetwork un http,Negative
423,423,if peopl see activ freedom corner preach one assum http,Negative
424,424,potu scotu gop dnc foxnew cnn antifa blacklivesmatt pontifex copelandnetwork un http,Negative
425,425,the immigr see ontario land opportun one author studi system http,Positive
426,426,freddi carlo gray saytheirnam blacklivesmatt,Negative
427,427,mercedesbenzusa jonrahmpga themast whi continu oper alabama hate person http,Positive
428,428,oprah when jealou corrupt medium mogul moral compass final apolog katherin http,Negative
429,429,operationdudula putsouthaficansfirst blacklivesmatt sa peopl like udf fight http,Negative
430,430,thehil potu vp speakerpelosi theblackcaucu repair damag countri inflict still http,Negative
431,431,defund clio polic blacklivesmatt defundthepolic,Positive
432,432,year later bp former employe zambia die without paid http,Negative
433,433,potu vp speakerpelosi theblackcaucu repair damag countri inflict still http,Positive
434,434,saveoctob help real danger life line blacklivesmatt http,Negative
435,435,mmpadellan oprah potu vp speakerpelosi theblackcaucu repair damag countri inflict http,Negative
436,436,black human struggl blacklivesmatt far if like servic support black histori http,Negative
437,437,thehil potu vp speakerpelosi theblackcaucu repair damag countri inflict still http,Positive
438,438,crownedasesth i purchas how dare think could demand fealti white supremaci http,Negative
439,439,emant ej fitzgerald bradford blacklivesmatt,Positive
440,440,thesajidakhan alysacisnero chavezformayor let go yaaaaaasss beanzandtuna i expect nft http,Negative
441,441,do support riot blacklivesmatt anifa attack white hous http,Negative
442,442,sundayvib blacklivesmatt sundaythought the queen of soul miss aretha franklin blow away rod stewart http,Negative
443,443,ding ding ding ding ding ding ding ding ding ding pennstat blacklivesmatt justiceforal,Positive
444,444,caudillonuclear love pictur blacklivesmatt protest http,Negative
445,445,thi polic bulli intimid polic need stop believ anyth like without http,Positive
446,446,weapon privileg save black bodi blm blacklivesmatt universityofiowa capcut univers http,Negative
447,447,nftcollector nftcommun nftartist nftwhale womeninnft nftartist nftdrop nft nft http,Negative
448,448,blacklivesmatt blacktwitt in white florida highway patrolman sexual attack black child http,Negative
449,449,harvey weinstein roman polanski kevin spacey still oscar the academi tread thin ice http,Positive
450,450,big educ ape thi week with newblackman in exil blm blacklivesmatt http http,Negative
451,451,movement blm riot groom child school would never happen http,Positive
452,452,cancel art cancel life save cancel art becom killer http,Negative
453,453,powerusaid hrw amnesti for white man might make right the way win fight blacklivesmatt nomor,Negative
454,454,the problem hypocrisi actual enjoy get habit routin http,Negative
455,455,garnettgenui the parti need damag garnett what andrewsch pierrepoilievr http,Positive
456,456,philando castil blacklivesmatt,Negative
457,457,mmpadellan potu vp speakerpelosi theblackcaucu repair damag countri inflict still http,Positive
458,458,potu vp speakerpelosi theblackcaucu repair damag countri inflict still http,Negative
459,459,look thriller littl bit romanc pick seventh novel avail amazon http,Negative
460,460,in fact support blacklivesmatt also joe biden amp kamala harri support activ http,Negative
461,461,psychic healer spiritcommun read realpsych answer advic truth selfcar http,Positive
462,462,fri aug dc washington dc individu pepper spray film watch http http,Negative
463,463,potu vp speakerpelosi theblackcaucu repair damag countri inflict http,Positive
464,464,noth like talk shit nft lose follow for record nft trash http,Negative
465,465,occupydemocrat potu vp speakerpelosi theblackcaucu repair damag countri inflict http,Negative
466,466,it day sinc i freedom corner the cold weather amp bout w depress affect http,Negative
467,467,greenfield high school missouri call support kim get job back http,Positive
468,468,blm lie blm believ blm believ put top member http,Negative
469,469,i sure god go say throw u hell worst thing expect me http,Positive
470,470,michigan state hous help free shukur brown sign petit http via http,Negative
471,471,there mani room hous each wall differ color white blue wall go fuck blacklivesmatt,Negative
472,472,rncresearch gop republican continu attack black woman lash whomev thi http,Negative
473,473,ididdog thi man non black person use n word blacklivesmatt blacktwitt http,Positive
474,474,it time defundthebastroppolic blacklivesmatt,Negative
475,475,blacklivesmatt blackhistori blacktwitt historymiami fire lead caus death black child http,Positive
476,476,victor white iii blacklivesmatt,Negative
477,477,noth like talk shit nft lose follow for record nft trash http,Negative
478,478,a rondesantisfl predict lead violent riot son trump hint prove success stop threat http,Negative
479,479,you guy ever wonder blacklivesmatt kill usual happen democrat led state counti citi,Positive
480,480,join u april read name emancip year ago wash dc lead http,Negative
481,481,blacktwitt blacklivesmatt blackhistori historymiami myflorida the miami riot listen http,Positive
482,482,it ironi incompet usa democraci took long appoint first black woman suprem court http,Negative
483,483,ding ding ding ding ding amp ding ding pennstat blacklivesmatt justiceforal,Negative
484,484,blacktwitt blacklivesmatt blackhistori historymiami earli settler lemon citi littl haiti http,Negative
485,485,freedom the power warn sovereign state defi hegemoni shame http,Positive
486,486,blacktwitt blacklivesmatt blackhistori myflorida historymiami listen stori black miami http,Negative
487,487,potu scotu gop dnc foxnew cnn antifa blacklivesmatt pontifex copelandnetwork un http,Positive
488,488,blacklivesmatt socialistsunday toryscum torycorrupt peopl treat peopl le human http,Negative
489,489,nftcollector nftcommun nftartist nftwhale womeninnft nftartist nftdrop nft nft http,Negative
490,490,blacktwitt blacklivesmatt myflorida historymiami miamiherald blackhistori blackhistorymonth pirat http,Negative
491,491,good grand rise y happi sunday have amp make it a great stay safe blacklivesmatt,Positive
492,492,lmoonkitti in three radic black organ alicia garza patriss cullor opal tometi creat http,Negative
493,493,work may spirit former warrior went u awaken quicken http,Positive
494,494,nypost terrorist headlin fix outrag silenc therev http,Negative
495,495,thomaswhushu nbcnew come boo blacklivesmatt union http,Negative
496,496,thi happen sinc attack almost never fit narr leftist medium http,Negative
497,497,larri jackson blacklivesmatt,Positive
498,498,for everi one hypocrit evildo everi mouth speaketh folli for anger http,Negative
499,499,blacktwitt blacklivesmatt blackhistori florida slum earli color town listen stori http,Positive
500,500,law enforc u constant wip doubt shame org us fear allblack http,Negative
501,501,now import post share oscar oscarsclip oscarssowhit http,Negative
502,502,attempt ban book unit state surg most target book black http,Negative
503,503,day kharkiv attack russian jet artilleri http holocaustmemorialday http,Positive
504,504,war know day invas http holocaustmemorialday http,Negative
505,505,in world dark light in world seek silenc oppress persecut http,Positive
506,506,tortur bodi found makariv http holocaustmemorialday mlk http,Negative
507,507,more russian blood pour ground putin ukrain http http,Negative
508,508,mon jun new york citi new york alleg looter pull car beaten watch http http,Negative
509,509,thi mean someth special it special feel yt folk http,Positive
510,510,great hypocrit final put sermon hypocrit thank god still hope u http,Negative
511,511,more peopl report woolov racist peopl like i also told simpli said told http,Positive
512,512,sanction blunt ineffect polici tool impos insuffici cost target govern http,Negative
513,513,the propos sanction cut ethiopia global financi system creat hindranc http,Negative
514,514,a grow bodi research show econom sanction dire consequ human popul sanction http,Negative
515,515,say name kisha arron blacklivesmatt,Positive
516,516,the unit state world leader impos econom sanction follow eu conglomer http,Negative
517,517,repmalinowski the sanction bill drive ethiopia hand china limit http,Positive
518,518,http told blm corrupt organis they famili valu http,Negative
519,519,thi abus violat civil right member law enforc must stop sever prosecut http,Negative
520,520,bettemidl point devast realiti powerandh love sleepyjo biden harri want http,Negative
521,521,so donald trump kim jon un vladmir putin walk mall http karen http,Positive
522,522,instant karma male karen get knock out femal employe http karen meme http,Negative
